OBJECTID,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Shape__Area,Shape__Length,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Total_1989_2014
1,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0306059241279441,1.03254592618064,05001,ANTIOQUIA,MEDELLÍN,412,4662,23268,81738,110080
2,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0413838961970872,1.15850379022206,05002,ANTIOQUIA,ABEJORRAL,46,296,6494,2030,8866
3,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0242482554608591,0.812183229835095,05004,ANTIOQUIA,ABRIAQUÍ,74,229,987,129,1419
4,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0105345265763773,0.705199538542932,05021,ANTIOQUIA,ALEJANDRÍA,10,116,4997,368,5491
5,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00686652323313185,0.445240716521653,05030,ANTIOQUIA,AMAGÁ,20,130,670,787,1607
6,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0989213098361165,2.06335956359662,05031,ANTIOQUIA,AMALFI,216,465,3653,2286,6620
7,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0328165802123462,1.14698358028927,05034,ANTIOQUIA,ANDES,45,326,1305,1872,3548
8,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00668338736805382,0.427495595534376,05036,ANTIOQUIA,ANGELÓPOLIS,6,57,1147,216,1426
9,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0276669576496758,0.915670584923987,05038,ANTIOQUIA,ANGOSTURA,11,193,2465,854,3523
10,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.115706036890768,1.84764405945928,05040,ANTIOQUIA,ANORÍ,48,130,4375,8451,13004
11,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.042995054400239,1.12544817349732,05042,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,38,427,1553,835,2853
12,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0208933711104953,0.746835164769707,05044,ANTIOQUIA,ANZÁ,13,274,3234,367,3888
13,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0438004926529834,1.28661901175453,05045,ANTIOQUIA,APARTADÓ,1419,16526,29669,17130,64744
14,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0618530060287371,1.86044996941637,05051,ANTIOQUIA,ARBOLETES,1561,13005,7406,2901,24873
15,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0200221218902247,1.06233838013188,05055,ANTIOQUIA,ARGELIA,202,796,12092,7924,21014
16,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0090144025961053,0.502777095499201,05059,ANTIOQUIA,ARMENIA,1,11,245,227,484
17,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0168019058869988,0.770239824804273,05079,ANTIOQUIA,BARBOSA,6,240,2260,1160,3666
18,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0242003553550647,1.17300353408174,05086,ANTIOQUIA,BELMIRA,8,33,253,216,510
19,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0120627474540158,0.620634840359945,05088,ANTIOQUIA,BELLO,45,509,2583,4745,7882
20,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0147212975479368,0.692872364337093,05091,ANTIOQUIA,BETANIA,31,693,1432,375,2531
21,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0214135235662533,0.847675552980638,05093,ANTIOQUIA,BETULIA,25,427,15040,1942,17434
22,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0215147187931595,0.737861049383481,05101,ANTIOQUIA,CIUDAD BOLÍVAR,47,514,2038,1216,3815
23,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0307849622582237,1.00447196975611,05107,ANTIOQUIA,BRICEÑO,56,229,2326,3087,5698
24,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0290347315003774,0.965814852985432,05113,ANTIOQUIA,BURITICÁ,51,151,5002,768,5972
25,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.153584235082767,2.94305244927747,05120,ANTIOQUIA,CÁCERES,60,960,3995,10788,15803
26,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0163405210858266,0.645523391146625,05125,ANTIOQUIA,CAICEDO,33,277,1122,1226,2658
27,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0108362037074631,0.52932824312383,05129,ANTIOQUIA,CALDAS,7,28,488,759,1282
28,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0189942921849633,0.874294739898142,05134,ANTIOQUIA,CAMPAMENTO,69,240,1535,1301,3145
29,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0298102278748356,1.06194545648218,05138,ANTIOQUIA,CAÑASGORDAS,133,991,4220,2040,7384
30,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0214749880267451,1.01478528565589,05142,ANTIOQUIA,CARACOLÍ,29,114,423,279,845
31,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00750769732313092,0.500040609864965,05145,ANTIOQUIA,CARAMANTA,6,140,284,194,624
32,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0316843882377232,1.30890727519093,05147,ANTIOQUIA,CAREPA,329,5344,7126,4847,17646
33,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0345877939391294,1.39187806836974,05148,ANTIOQUIA,EL CARMEN DE VIBORAL,23,842,5716,1561,8142
34,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0122291711280062,0.580840647805765,05150,ANTIOQUIA,CAROLINA,1,56,190,89,336
35,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.117064752126532,3.03811214702581,05154,ANTIOQUIA,CAUCASIA,94,707,3266,14060,18127
36,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0590231957453734,1.61038554469948,05172,ANTIOQUIA,CHIGORODÓ,695,8708,10487,9767,29657
37,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00383214750901809,0.3879128939381,05190,ANTIOQUIA,CISNEROS,27,143,276,431,877
38,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0197387241618042,1.12187948750252,05197,ANTIOQUIA,COCORNÁ,190,1462,24355,3549,29556
39,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0165080224531015,0.715055877612567,05206,ANTIOQUIA,CONCEPCIÓN,4,94,2422,171,2691
40,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0202276879598427,0.749955373045373,05209,ANTIOQUIA,CONCORDIA,26,188,2149,1131,3494
41,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0055424869915731,0.514612210722997,05212,ANTIOQUIA,COPACABANA,1,48,272,462,783
42,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.159926483090436,2.59275579286146,05234,ANTIOQUIA,DABEIBA,243,2654,23951,8414,35262
43,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0166137668057747,0.930370733976745,05237,ANTIOQUIA,DONMATÍAS,1,10,170,285,466
44,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0194125500366921,0.803674139578519,05240,ANTIOQUIA,EBÉJICO,8,114,312,384,818
45,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.127866886513403,2.29665528858896,05250,ANTIOQUIA,EL BAGRE,267,912,16361,14909,32449
46,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0175026451810351,0.792397579994763,05264,ANTIOQUIA,ENTRERRÍOS,6,0,77,104,187
47,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00680351310020929,0.472172321956252,05266,ANTIOQUIA,ENVIGADO,20,66,143,213,442
48,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0210300797516915,0.862407295470181,05282,ANTIOQUIA,FREDONIA,15,31,263,285,594
49,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.113029442656406,2.38959147676586,05284,ANTIOQUIA,FRONTINO,142,2306,9237,2482,14167
50,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00763209163617536,0.492792907221766,05306,ANTIOQUIA,GIRALDO,10,110,363,180,663
51,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0067685245546456,0.414914648810892,05308,ANTIOQUIA,GIRARDOTA,0,33,375,385,793
52,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0271595323180138,0.906549482246916,05310,ANTIOQUIA,GÓMEZ PLATA,0,31,403,208,642
53,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0155351735167297,0.763961278628316,05313,ANTIOQUIA,GRANADA,204,1968,26723,2596,31491
54,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00966689304558577,0.494100110259206,05315,ANTIOQUIA,GUADALUPE,27,140,530,460,1157
55,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0124010841307713,0.704426650781922,05318,ANTIOQUIA,GUARNE,31,88,576,376,1071
56,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00680648324931793,0.50045179108658,05321,ANTIOQUIA,GUATAPÉ,11,69,1139,97,1316
57,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00937908385514391,0.540329343106256,05347,ANTIOQUIA,HELICONIA,7,55,1400,316,1778
58,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00441932074936107,0.34415828791062,05353,ANTIOQUIA,HISPANIA,14,50,123,57,244
59,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00160427852864651,0.212419499895305,05360,ANTIOQUIA,ITAGÜÍ,24,213,663,3244,4144
60,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.232428496915685,3.20201359999904,05361,ANTIOQUIA,ITUANGO,161,924,19417,13178,33680
61,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.016406076718736,0.716587701009394,05364,ANTIOQUIA,JARDÍN,14,112,415,529,1070
62,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0167225134538937,0.742706945939756,05368,ANTIOQUIA,JERICÓ,4,25,116,94,239
63,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0108338737352036,0.656335285251874,05376,ANTIOQUIA,LA CEJA,27,164,879,531,1601
64,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00299099211310266,0.284667179154672,05380,ANTIOQUIA,LA ESTRELLA,4,34,109,414,561
65,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00445735749963663,0.456151805775123,05390,ANTIOQUIA,LA PINTADA,2,28,581,246,857
66,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0136923849546488,0.681774139818531,05400,ANTIOQUIA,LA UNIÓN,10,649,5525,841,7025
67,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0176848155404217,0.671059350294664,05411,ANTIOQUIA,LIBORINA,44,495,3496,510,4545
68,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0316446943034898,1.37747806503417,05425,ANTIOQUIA,MACEO,107,519,807,704,2137
69,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00937941291874425,0.613405988792641,05440,ANTIOQUIA,MARINILLA,8,124,2582,708,3422
70,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0062043308508237,0.472159381297801,05467,ANTIOQUIA,MONTEBELLO,15,130,3211,666,4022
71,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.103365965301408,1.87344310617104,05475,ANTIOQUIA,MURINDÓ,59,81,2223,603,2966
72,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.087897257786851,1.66108431613994,05480,ANTIOQUIA,MUTATÁ,569,5257,25643,5339,36808
73,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0258439686352237,0.991187046491596,05483,ANTIOQUIA,NARIÑO,59,874,7723,8547,17203
74,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.102893036378426,2.41543703070865,05490,ANTIOQUIA,NECOCLÍ,1919,24118,10239,5370,41646
75,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0768637264749948,2.07198072672575,05495,ANTIOQUIA,NECHÍ,137,491,2916,6808,10352
76,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00710667891252911,0.471040268877063,05501,ANTIOQUIA,OLAYA,14,37,132,163,346
77,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00966373841210795,0.618755868334798,05541,ANTIOQUIA,PEÑOL,27,112,3854,717,4710
78,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0354899887663101,1.12079533951355,05543,ANTIOQUIA,PEQUE,69,235,12853,1010,14167
79,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00615308537736135,0.547714235641387,05576,ANTIOQUIA,PUEBLORRICO,12,131,760,295,1198
80,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0997372921704614,1.90234195765696,05579,ANTIOQUIA,PUERTO BERRÍO,307,417,1645,4647,7016
81,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0546712853829864,1.49077840598686,05585,ANTIOQUIA,PUERTO NARE,200,190,674,1045,2109
82,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0301782423251373,0.991286948756413,05591,ANTIOQUIA,PUERTO TRIUNFO,88,210,615,779,1692
83,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.161450541652017,3.03131875684729,05604,ANTIOQUIA,REMEDIOS,229,389,4597,4259,9474
84,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0194513018147537,0.744467934723931,05607,ANTIOQUIA,RETIRO,22,12,353,160,547
85,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0159987749970457,0.894041866247906,05615,ANTIOQUIA,RIONEGRO,26,89,504,973,1592
86,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0217249918579814,0.866990350640317,05628,ANTIOQUIA,SABANALARGA,70,474,2774,1443,4761
87,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00129224267915487,0.173409088629596,05631,ANTIOQUIA,SABANETA,8,12,140,92,252
88,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0235148809021443,0.899828286635506,05642,ANTIOQUIA,SALGAR,101,582,4245,1938,6866
89,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0169121379469128,0.874565037191915,05647,ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,27,146,1310,1117,2600
90,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.058636825180827,1.39724958076565,05649,ANTIOQUIA,SAN CARLOS,323,1142,28671,3874,34010
91,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0290950437307738,1.14841797000318,05652,ANTIOQUIA,SAN FRANCISCO,115,837,13403,1841,16196
92,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0131717571213084,0.567213980597452,05656,ANTIOQUIA,SAN JERÓNIMO,9,61,430,235,735
93,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0103054582085198,0.495454373088909,05658,ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,12,85,478,211,786
94,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0206704989918285,0.810205294632363,05659,ANTIOQUIA,SAN JUAN DE URABÁ,476,3585,6169,2488,12718
95,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0347556657378798,1.06166350009199,05660,ANTIOQUIA,SAN LUIS,339,995,25182,1939,28455
96,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0180475684378987,0.830307598045667,05664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,225,2269,2460,2123,7077
97,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0493900779758299,1.70954788706461,05665,ANTIOQUIA,SAN PEDRO DE URABÁ,615,10999,9909,4858,26381
98,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0297336423224568,1.0395922494192,05667,ANTIOQUIA,SAN RAFAEL,399,615,17515,3376,21905
99,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0347217780986562,1.22079807298576,05670,ANTIOQUIA,SAN ROQUE,63,1104,4886,1173,7226
100,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0188274909636447,0.771036626908639,05674,ANTIOQUIA,SAN VICENTE FERRER,5,699,5292,1101,7097
101,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0160080079612586,0.852976090805488,05679,ANTIOQUIA,SANTA BÁRBARA,13,146,1843,720,2722
102,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0706959982347821,1.89030032812232,05686,ANTIOQUIA,SANTA ROSA DE OSOS,6,139,761,1008,1914
103,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0217377719344701,1.07034176838534,05690,ANTIOQUIA,SANTO DOMINGO,27,373,2611,1020,4031
104,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00681409136330657,0.61058894163126,05697,ANTIOQUIA,EL SANTUARIO,4,194,3492,594,4284
105,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0923207897480506,1.92009583523562,05736,ANTIOQUIA,SEGOVIA,312,661,3740,7422,12135
106,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.109885510605066,3.20676306259293,05756,ANTIOQUIA,SONSÓN,165,1251,12663,6974,21053
107,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0178275158776778,0.85122004243317,05761,ANTIOQUIA,SOPETRÁN,37,177,224,629,1067
108,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0205737227179075,0.791710098964331,05789,ANTIOQUIA,TÁMESIS,34,174,855,480,1543
