OBJECTID,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Shape__Area,Shape__Length,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Total_1989_2014
332,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0170460104832768,0.913895117158057,17042,CALDAS,ANSERMA,51,223,1486,1638,3398
333,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.018570144339371,0.961944480354919,17495,CALDAS,NORCASIA,25,62,307,655,1049
334,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00919580718911426,0.651387187425443,17877,CALDAS,VITERBO,15,95,164,228,502
335,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0370832702837201,1.11097085282021,17873,CALDAS,VILLAMARÍA,8,13,272,434,727
336,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0455968569338025,1.43351016572329,17867,CALDAS,VICTORIA,12,145,380,406,943
337,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0099172014543336,0.577650056487187,17777,CALDAS,SUPÍA,60,94,623,596,1373
338,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0049628484144868,0.475703704047796,17665,CALDAS,SAN JOSÉ,6,23,134,170,333
339,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0618604610011229,1.64133212224606,17662,CALDAS,SAMANÁ,197,892,26107,16283,43479
340,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0316469115043902,1.13897659865098,17653,CALDAS,SALAMINA,17,92,1724,1029,2862
341,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00732724170623059,0.680056805397601,17616,CALDAS,RISARALDA,29,76,277,341,723
342,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0406637550993023,1.31136973032385,17541,CALDAS,PENSILVANIA,93,395,12957,3587,17032
343,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00914570859476009,0.601026136101806,17524,CALDAS,PALESTINA,10,60,343,316,729
344,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0209701099612404,0.780259403357693,17513,CALDAS,PÁCORA,2,58,744,585,1389
345,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.031320440281816,1.08487824068805,17614,CALDAS,RIOSUCIO,139,352,4514,2789,7794
346,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.206927769126439,2.94250780462167,18001,CAQUETÁ,FLORENCIA,206,527,12191,19705,32629
347,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0335142396330901,1.12105437171373,18029,CAQUETÁ,ALBANIA,23,110,2168,2213,4514
348,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0967446681735549,2.23388293560067,18094,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,56,107,3804,4681,8648
349,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0898674383533849,3.15437031984292,18247,CAQUETÁ,EL DONCELLO,53,158,3840,7135,11186
350,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.100309283036655,3.52931590853254,18256,CAQUETÁ,EL PAUJÍL,42,104,3593,5899,9638
351,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.13817350787059,3.40293900105926,18410,CAQUETÁ,LA MONTAÑITA,61,249,9447,12030,21787
352,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0991278187424329,1.86319665010187,18460,CAQUETÁ,MILÁN,37,199,5305,9069,14610
353,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0375535626063359,1.5186883121006,18479,CAQUETÁ,MORELIA,12,60,1487,1330,2889
354,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.106327260228103,2.11954219139608,18610,CAQUETÁ,SAN JOSÉ DEL FRAGUA,87,193,5742,8901,14923
355,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.108005511138765,2.31384814932954,18860,CAQUETÁ,VALPARAÍSO,56,179,9603,5084,14922
356,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1.0387266626004,9.66844075037475,18150,CAQUETÁ,CARTAGENA DEL CHAIRÁ,117,553,15181,20625,36476
357,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1.64108144562536,10.6336238172039,18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,90,484,11856,28861,41291
358,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3.43579026176468,20.0458589700626,18756,CAQUETÁ,SOLANO,54,115,4022,8833,13024
359,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0387220738658456,1.2461060618086,18785,CAQUETÁ,SOLITA,34,137,6282,6034,12487
360,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0324084662218446,1.6061636708777,18205,CAQUETÁ,CURILLO,31,138,11759,6829,18757
361,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.336961096122076,4.26444951798717,18592,CAQUETÁ,PUERTO RICO,122,300,5813,17572,23807
362,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0389701764986099,1.37413226106196,19001,CAUCA,POPAYÁN,31,79,2118,3312,5540
363,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0191965652155504,0.710253014925645,19022,CAUCA,ALMAGUER,72,118,741,3190,4121
364,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0628806321754784,1.22415287203054,19050,CAUCA,ARGELIA,18,51,1488,19564,21121
365,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0334904918562531,1.0163273981087,19075,CAUCA,BALBOA,21,67,629,8088,8805
366,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.064683367030031,1.80278656633036,19100,CAUCA,BOLÍVAR,222,341,2672,11967,15202
367,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0353082659965386,1.63251951654641,19110,CAUCA,BUENOS AIRES,14,144,12532,3051,15741
368,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.04481974775164,1.3818515576613,19130,CAUCA,CAJIBÍO,46,211,5743,5537,11537
369,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0288027662683061,1.10296136553644,19137,CAUCA,CALDONO,39,71,506,2360,2976
370,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0215053450666097,1.32332140183306,19142,CAUCA,CALOTO,35,51,1824,5508,7418
371,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0264794743758638,0.827656408950317,19212,CAUCA,CORINTO,50,230,1325,3949,5554
372,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00459170059028532,0.367595054520679,19290,CAUCA,FLORENCIA,12,0,205,886,1103
373,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00817625477173427,0.638306627531971,19300,CAUCA,GUACHENÉ,0,5,6,124,135
374,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.070353631486664,1.53974736009718,19355,CAUCA,INZÁ,38,65,447,2006,2556
375,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.019039450415071,0.866955004041014,19364,CAUCA,JAMBALÓ,22,45,167,2274,2508
376,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.016900964428076,0.944421563871996,19392,CAUCA,LA SIERRA,30,89,1038,1641,2798
377,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0418602589381688,1.14591286077663,19397,CAUCA,LA VEGA,48,225,2319,7026,9618
378,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0565644448360689,1.26131451406984,19450,CAUCA,MERCADERES,70,181,944,5344,6539
379,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0415107721578131,1.52939785240474,19473,CAUCA,MORALES,46,104,816,5959,6925
380,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.00566088114891197,0.39717680546916,19513,CAUCA,PADILLA,0,2,45,202,249
381,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.145674052678124,2.59685299103603,19517,CAUCA,PÁEZ,77,149,649,5063,5938
382,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,0.0612356357805138,1.73619013738426,19532,CAUCA,PATÍA,64,208,1740,10200,12212
