id,nivel,iso3,pais,departamento,municipio,anio,periodo,causa,sexo,grupo_edad,personas_desplazadas,desplazamiento_stock,duracion_periodo_anios,tipo_fuente,fuente
1,Global,AB9,Abyei Area,,,2024,2024,Conflicto armado / violencia,Todos,Todos,21000.0,42000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
2,Global,AB9,Abyei Area,,,2024,2024,Desastre natural / climático,Todos,Todos,15000.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
3,Global,AFG,Afghanistan,,,2024,2024,Conflicto armado / violencia,Todos,Todos,3200.0,4187000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
4,Global,AFG,Afghanistan,,,2024,2024,Desastre natural / climático,Todos,Todos,1017000.0,1270000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
5,Global,AGO,Angola,,,2024,2024,Desastre natural / climático,Todos,Todos,85000.0,75000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
6,Global,ALB,Albania,,,2024,2024,Desastre natural / climático,Todos,Todos,9.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
7,Global,AND,Andorra,,,2024,2024,Desastre natural / climático,Todos,Todos,5.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
8,Global,ARE,United Arab Emirates,,,2024,2024,Desastre natural / climático,Todos,Todos,2100.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
9,Global,ARG,Argentina,,,2024,2024,Desastre natural / climático,Todos,Todos,14000.0,74.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
10,Global,ARM,Armenia,,,2024,2024,Desastre natural / climático,Todos,Todos,520.0,4.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
11,Global,AUS,Australia,,,2024,2024,Desastre natural / climático,Todos,Todos,32000.0,180.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
12,Global,AUT,Austria,,,2024,2024,Desastre natural / climático,Todos,Todos,4000.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
13,Global,AZE,Azerbaijan,,,2024,2024,Conflicto armado / violencia,Todos,Todos,,658000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
14,Global,AZE,Azerbaijan,,,2024,2024,Desastre natural / climático,Todos,Todos,100.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
15,Global,BDI,Burundi,,,2024,2024,Conflicto armado / violencia,Todos,Todos,360.0,6900.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
16,Global,BDI,Burundi,,,2024,2024,Desastre natural / climático,Todos,Todos,60000.0,85000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
17,Global,BEL,Belgium,,,2024,2024,Desastre natural / climático,Todos,Todos,49.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
18,Global,BEN,Benin,,,2024,2024,Conflicto armado / violencia,Todos,Todos,,13000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
19,Global,BEN,Benin,,,2024,2024,Desastre natural / climático,Todos,Todos,3700.0,,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
20,Global,BFA,Burkina Faso,,,2024,2024,Conflicto armado / violencia,Todos,Todos,380000.0,2063000.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
21,Global,BFA,Burkina Faso,,,2024,2024,Desastre natural / climático,Todos,Todos,4000.0,2800.0,1,Secundaria,IDMC - Global Internal Displacement Database (GIDD)
