id,nivel,iso3,pais,departamento,municipio,anio,periodo,causa,sexo,grupo_edad,personas_desplazadas,desplazamiento_stock,duracion_periodo_anios,tipo_fuente,fuente
6697,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Female,0-4,77224.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6698,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Female,5-11,96793.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6699,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Female,12-17,71045.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6700,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Female,18-59,246328.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6701,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Female,60+,24851.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6702,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Male,0-4,78713.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6703,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Male,5-11,98291.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6704,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Male,12-17,71555.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6705,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Male,18-59,243294.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6706,Global,CMR,Cameroon,,,2024,2024,Conflicto armado / violencia,Male,60+,21011.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6707,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Both sexes,0-4,4440.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6708,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Both sexes,5-11,5554.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6709,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Both sexes,12-17,4060.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6710,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Both sexes,18-59,13940.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6711,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Both sexes,60+,1306.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6712,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Male,0-4,2241.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6713,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Male,5-11,2798.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6714,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Male,12-17,2037.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6715,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Male,18-59,6927.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6716,Global,CMR,Cameroon,,,2024,2024,Desastre natural / climático,Male,60+,598.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6717,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Female,0-4,174955.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6718,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Female,5-11,191977.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6719,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Female,12-17,132333.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6720,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Female,18-59,408454.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6721,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Female,60+,51141.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6722,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Both sexes,0-4,350376.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6723,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Both sexes,5-11,384018.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6724,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Both sexes,12-17,264993.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6725,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Both sexes,18-59,806868.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6726,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Both sexes,60+,93745.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6727,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Male,0-4,175421.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6728,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Male,5-11,192041.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6729,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Male,12-17,132660.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6730,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Male,18-59,398414.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6731,Global,COD,Dem. Rep. Congo,,,2009,2009,Conflicto armado / violencia,Male,60+,42604.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6732,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Female,0-4,156975.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6733,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Female,5-11,171763.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6734,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Female,12-17,118344.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6735,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Female,18-59,365191.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6736,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Female,60+,45507.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6737,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Both sexes,0-4,314372.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6738,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Both sexes,5-11,343500.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6739,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Both sexes,12-17,236976.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6740,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Both sexes,18-59,721569.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6741,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Both sexes,60+,83583.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6742,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Male,0-4,157397.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6743,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Male,5-11,171737.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6744,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Male,12-17,118632.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6745,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Male,18-59,356378.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6746,Global,COD,Dem. Rep. Congo,,,2010,2010,Conflicto armado / violencia,Male,60+,38076.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6747,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Female,0-4,158170.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6748,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Female,5-11,172673.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6749,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Female,12-17,118998.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6750,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Female,18-59,367296.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6751,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Female,60+,45532.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6752,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Both sexes,0-4,316797.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6753,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Both sexes,5-11,345244.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6754,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Both sexes,12-17,238268.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6755,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Both sexes,18-59,725902.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6756,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Both sexes,60+,83789.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6757,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Male,0-4,158627.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6758,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Male,5-11,172571.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6759,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Male,12-17,119270.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6760,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Male,18-59,358606.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6761,Global,COD,Dem. Rep. Congo,,,2011,2011,Conflicto armado / violencia,Male,60+,38257.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6762,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Female,0-4,250159.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6763,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Female,5-11,272318.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6764,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Female,12-17,187848.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6765,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Female,18-59,580036.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6766,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Female,60+,71542.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6767,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Both sexes,0-4,501127.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6768,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Both sexes,5-11,544368.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6769,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Both sexes,12-17,376068.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6770,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Both sexes,18-59,1146568.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6771,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Both sexes,60+,131869.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6772,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Male,0-4,250968.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6773,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Male,5-11,272050.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6774,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Male,12-17,188220.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6775,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Male,18-59,566532.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6776,Global,COD,Dem. Rep. Congo,,,2012,2012,Conflicto armado / violencia,Male,60+,60327.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6777,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Female,0-4,274584.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6778,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Female,5-11,298664.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6779,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Female,12-17,204714.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6780,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Female,18-59,638552.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6781,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Female,60+,78174.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6782,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Both sexes,0-4,550196.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6783,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Both sexes,5-11,596943.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6784,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Both sexes,12-17,409687.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6785,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Both sexes,18-59,1262542.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6786,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Both sexes,60+,144332.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6787,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Male,0-4,275612.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6788,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Male,5-11,298279.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6789,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Male,12-17,204973.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6790,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Male,18-59,623990.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6791,Global,COD,Dem. Rep. Congo,,,2013,2013,Conflicto armado / violencia,Male,60+,66158.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6792,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Female,0-4,255384.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6793,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Female,5-11,278173.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6794,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Female,12-17,189278.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6795,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Female,18-59,594765.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6796,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Female,60+,72441.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6797,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Both sexes,0-4,511868.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6798,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Both sexes,5-11,555933.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6799,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Both sexes,12-17,378685.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6800,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Both sexes,18-59,1176181.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6801,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Both sexes,60+,133933.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6802,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Male,0-4,256484.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6803,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Male,5-11,277760.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6804,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Male,12-17,189407.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6805,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Male,18-59,581416.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6806,Global,COD,Dem. Rep. Congo,,,2014,2014,Conflicto armado / violencia,Male,60+,61492.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6807,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Both sexes,0-4,278503.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6808,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Both sexes,5-11,303392.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6809,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Both sexes,12-17,205468.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6810,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Both sexes,18-59,639886.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6811,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Both sexes,60+,72751.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6812,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Male,0-4,139597.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6813,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Male,5-11,151582.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6814,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Male,12-17,102727.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6815,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Male,18-59,316358.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6816,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Male,60+,33447.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6817,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Female,0-4,138906.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6818,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Female,5-11,151810.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6819,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Female,12-17,102741.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6820,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Female,18-59,323528.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6821,Global,COD,Dem. Rep. Congo,,,2015,2015,Conflicto armado / violencia,Female,60+,39304.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6822,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Both sexes,0-4,411897.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6823,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Both sexes,5-11,451041.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6824,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Both sexes,12-17,304421.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6825,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Both sexes,18-59,954938.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6826,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Both sexes,60+,107860.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6827,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Female,0-4,205361.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6828,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Female,5-11,225680.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6829,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Female,12-17,152297.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6830,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Female,18-59,482723.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6831,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Female,60+,58168.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6832,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Male,0-4,206536.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6833,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Male,5-11,225361.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6834,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Male,12-17,152124.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6835,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Male,18-59,472215.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6836,Global,COD,Dem. Rep. Congo,,,2016,2016,Conflicto armado / violencia,Male,60+,49692.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6837,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Both sexes,0-4,825566.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6838,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Both sexes,5-11,908391.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6839,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Both sexes,12-17,609120.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6840,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Both sexes,18-59,1920404.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6841,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Both sexes,60+,216269.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6842,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Female,0-4,411453.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6843,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Female,5-11,454475.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6844,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Female,12-17,304836.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6845,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Female,18-59,970685.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6846,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Female,60+,116501.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6847,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Male,0-4,414113.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6848,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Male,5-11,453916.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6849,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Male,12-17,304284.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6850,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Male,18-59,949719.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6851,Global,COD,Dem. Rep. Congo,,,2017,2017,Conflicto armado / violencia,Male,60+,99768.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
6852,Global,COD,Dem. Rep. Congo,,,2018,2018,Conflicto armado / violencia,Male,0-4,285074.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI
