id,nivel,iso3,pais,departamento,municipio,anio,periodo,causa,sexo,grupo_edad,personas_desplazadas,desplazamiento_stock,duracion_periodo_anios,tipo_fuente,fuente,personas_desplazadas_flag,desplazamiento_stock_flag,registro_valido_dominio,outlier_iqr_extremo
17725,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Both sexes,18-59,4477.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17726,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Both sexes,60+,408.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17727,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Female,0-4,523.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17728,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Female,5-11,657.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17729,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Female,12-17,507.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17730,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Female,18-59,2185.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17731,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Female,60+,188.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17732,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Male,0-4,561.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17733,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Male,5-11,722.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17734,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Male,12-17,566.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17735,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Male,18-59,2292.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17736,Global,PNG,Papua New Guinea,,,2016,2016,Conflicto armado / violencia,Male,60+,220.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17737,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Both sexes,0-4,1578.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17738,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Both sexes,5-11,2023.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17739,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Both sexes,12-17,1577.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17740,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Both sexes,18-59,6629.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17741,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Both sexes,60+,616.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17742,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Female,0-4,761.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17743,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Female,5-11,965.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17744,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Female,12-17,745.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17745,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Female,18-59,3239.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17746,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Female,60+,285.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17747,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Male,0-4,817.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17748,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Male,5-11,1058.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17749,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Male,12-17,832.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17750,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Male,18-59,3390.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17751,Global,PNG,Papua New Guinea,,,2017,2017,Conflicto armado / violencia,Male,60+,331.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17752,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Both sexes,0-4,1556.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17753,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Both sexes,5-11,2010.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17754,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Both sexes,12-17,1571.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17755,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Both sexes,18-59,6655.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17756,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Both sexes,60+,631.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17757,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Female,0-4,751.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17758,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Female,5-11,961.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17759,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Female,12-17,743.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17760,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Female,18-59,3253.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17761,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Female,60+,293.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17762,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Male,0-4,805.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17763,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Male,5-11,1049.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17764,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Male,12-17,828.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17765,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Male,18-59,3402.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17766,Global,PNG,Papua New Guinea,,,2018,2018,Conflicto armado / violencia,Male,60+,338.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17767,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Both sexes,0-4,1755.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17768,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Both sexes,5-11,2287.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17769,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Both sexes,12-17,1790.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17770,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Both sexes,18-59,7642.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17771,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Both sexes,60+,742.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17772,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Female,0-4,847.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17773,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Female,5-11,1094.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17774,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Female,12-17,847.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17775,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Female,18-59,3739.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17776,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Female,60+,345.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17777,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Male,0-4,908.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17778,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Male,5-11,1193.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17779,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Male,12-17,943.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17780,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Male,18-59,3903.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17781,Global,PNG,Papua New Guinea,,,2019,2019,Conflicto armado / violencia,Male,60+,397.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17782,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Both sexes,0-4,1409.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17783,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Both sexes,5-11,1835.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17784,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Both sexes,12-17,1436.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17785,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Both sexes,18-59,6133.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17786,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Both sexes,60+,595.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17787,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Female,0-4,680.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17788,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Female,5-11,878.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17789,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Female,12-17,680.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17790,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Female,18-59,3001.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17791,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Female,60+,277.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17792,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Male,0-4,729.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17793,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Male,5-11,957.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17794,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Male,12-17,756.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17795,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Male,18-59,3132.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17796,Global,PNG,Papua New Guinea,,,2019,2019,Desastre natural / climático,Male,60+,318.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17797,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Both sexes,0-4,1637.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17798,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Both sexes,5-11,2143.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17799,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Both sexes,12-17,1679.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17800,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Both sexes,18-59,7239.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17801,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Both sexes,60+,718.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17802,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Female,0-4,790.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17803,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Female,5-11,1026.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17804,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Female,12-17,796.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17805,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Female,18-59,3544.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17806,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Female,60+,336.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17807,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Male,0-4,847.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17808,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Male,5-11,1117.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17809,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Male,12-17,883.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17810,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Male,18-59,3695.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17811,Global,PNG,Papua New Guinea,,,2020,2020,Conflicto armado / violencia,Male,60+,382.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17812,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Both sexes,0-4,325.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17813,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Both sexes,5-11,425.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17814,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Both sexes,12-17,333.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17815,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Both sexes,18-59,1438.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17816,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Both sexes,60+,142.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17817,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Female,0-4,157.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17818,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Female,5-11,204.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17819,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Female,12-17,158.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17820,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Female,18-59,703.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17821,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Female,60+,67.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17822,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Male,0-4,168.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17823,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Male,5-11,221.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17824,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Male,12-17,175.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17825,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Male,18-59,735.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17826,Global,PNG,Papua New Guinea,,,2020,2020,Desastre natural / climático,Male,60+,75.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17827,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Both sexes,0-4,2004.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17828,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Both sexes,5-11,2639.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17829,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Both sexes,12-17,2071.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17830,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Both sexes,18-59,9008.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17831,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Both sexes,60+,912.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17832,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Female,0-4,968.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17833,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Female,5-11,1266.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17834,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Female,12-17,983.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17835,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Female,18-59,4413.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17836,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Female,60+,430.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17837,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Male,0-4,1036.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17838,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Male,5-11,1373.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17839,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Male,12-17,1088.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17840,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Male,18-59,4595.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17841,Global,PNG,Papua New Guinea,,,2021,2021,Desastre natural / climático,Male,60+,482.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17842,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Both sexes,0-4,9908.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17843,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Both sexes,5-11,13083.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17844,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Both sexes,12-17,10308.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17845,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Both sexes,18-59,45185.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17846,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Both sexes,60+,4699.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17847,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Female,0-4,4785.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17848,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Female,5-11,6284.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17849,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Female,12-17,4900.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17850,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Female,18-59,22144.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17851,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Female,60+,2231.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17852,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Male,0-4,5123.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17853,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Male,5-11,6799.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
17854,Global,PNG,Papua New Guinea,,,2022,2022,Conflicto armado / violencia,Male,12-17,5408.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
