id,nivel,iso3,pais,departamento,municipio,anio,periodo,causa,sexo,grupo_edad,personas_desplazadas,desplazamiento_stock,duracion_periodo_anios,tipo_fuente,fuente,personas_desplazadas_flag,desplazamiento_stock_flag,registro_valido_dominio,outlier_iqr_extremo
8995,Global,FJI,Fiji,,,2022,2022,Desastre natural / climático,Female,18-59,115.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
8996,Global,FJI,Fiji,,,2022,2022,Desastre natural / climático,Female,60+,23.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
8997,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Female,0-4,15.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
8998,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Female,5-11,22.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
8999,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Female,12-17,19.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9000,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Female,18-59,100.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9001,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Female,60+,20.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9002,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Both sexes,0-4,31.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9003,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Both sexes,5-11,45.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9004,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Both sexes,12-17,38.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9005,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Both sexes,18-59,200.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9006,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Both sexes,60+,36.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9007,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Male,0-4,16.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9008,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Male,5-11,23.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9009,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Male,12-17,19.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9010,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Male,18-59,100.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9011,Global,FJI,Fiji,,,2023,2023,Desastre natural / climático,Male,60+,16.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9012,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Female,0-4,11.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9013,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Female,5-11,16.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9014,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Female,12-17,14.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9015,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Female,18-59,74.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9016,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Female,60+,15.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9017,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Both sexes,0-4,23.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9018,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Both sexes,5-11,33.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9019,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Both sexes,12-17,28.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9020,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Both sexes,18-59,148.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9021,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Both sexes,60+,27.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9022,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Male,0-4,12.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9023,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Male,5-11,17.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9024,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Male,12-17,14.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9025,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Male,18-59,74.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9026,Global,FJI,Fiji,,,2024,2024,Desastre natural / climático,Male,60+,12.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9027,Global,FRA,France,,,2019,2019,Desastre natural / climático,Female,0-4,54.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9028,Global,FRA,France,,,2019,2019,Desastre natural / climático,Female,5-11,84.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9029,Global,FRA,France,,,2019,2019,Desastre natural / climático,Female,12-17,73.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9030,Global,FRA,France,,,2019,2019,Desastre natural / climático,Female,18-59,537.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9031,Global,FRA,France,,,2019,2019,Desastre natural / climático,Female,60+,306.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9032,Global,FRA,France,,,2019,2019,Desastre natural / climático,Both sexes,0-4,110.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9033,Global,FRA,France,,,2019,2019,Desastre natural / climático,Both sexes,5-11,172.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9034,Global,FRA,France,,,2019,2019,Desastre natural / climático,Both sexes,12-17,151.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9035,Global,FRA,France,,,2019,2019,Desastre natural / climático,Both sexes,18-59,1064.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9036,Global,FRA,France,,,2019,2019,Desastre natural / climático,Both sexes,60+,547.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9037,Global,FRA,France,,,2019,2019,Desastre natural / climático,Male,0-4,56.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9038,Global,FRA,France,,,2019,2019,Desastre natural / climático,Male,5-11,88.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9039,Global,FRA,France,,,2019,2019,Desastre natural / climático,Male,12-17,78.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9040,Global,FRA,France,,,2019,2019,Desastre natural / climático,Male,18-59,527.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9041,Global,FRA,France,,,2019,2019,Desastre natural / climático,Male,60+,241.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9042,Global,FRA,France,,,2020,2020,Desastre natural / climático,Female,0-4,6.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9043,Global,FRA,France,,,2020,2020,Desastre natural / climático,Female,5-11,9.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9044,Global,FRA,France,,,2020,2020,Desastre natural / climático,Female,12-17,8.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9045,Global,FRA,France,,,2020,2020,Desastre natural / climático,Female,18-59,60.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9046,Global,FRA,France,,,2020,2020,Desastre natural / climático,Female,60+,35.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9047,Global,FRA,France,,,2020,2020,Desastre natural / climático,Both sexes,0-4,12.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9048,Global,FRA,France,,,2020,2020,Desastre natural / climático,Both sexes,5-11,19.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9049,Global,FRA,France,,,2020,2020,Desastre natural / climático,Both sexes,12-17,17.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9050,Global,FRA,France,,,2020,2020,Desastre natural / climático,Both sexes,18-59,120.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9051,Global,FRA,France,,,2020,2020,Desastre natural / climático,Both sexes,60+,62.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9052,Global,FRA,France,,,2020,2020,Desastre natural / climático,Male,0-4,6.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9053,Global,FRA,France,,,2020,2020,Desastre natural / climático,Male,5-11,10.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9054,Global,FRA,France,,,2020,2020,Desastre natural / climático,Male,12-17,9.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9055,Global,FRA,France,,,2020,2020,Desastre natural / climático,Male,18-59,60.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9056,Global,FRA,France,,,2020,2020,Desastre natural / climático,Male,60+,27.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9057,Global,FRA,France,,,2022,2022,Desastre natural / climático,Female,0-4,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9058,Global,FRA,France,,,2022,2022,Desastre natural / climático,Female,5-11,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9059,Global,FRA,France,,,2022,2022,Desastre natural / climático,Female,12-17,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9060,Global,FRA,France,,,2022,2022,Desastre natural / climático,Female,18-59,11.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9061,Global,FRA,France,,,2022,2022,Desastre natural / climático,Female,60+,7.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9062,Global,FRA,France,,,2022,2022,Desastre natural / climático,Both sexes,0-4,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9063,Global,FRA,France,,,2022,2022,Desastre natural / climático,Both sexes,5-11,4.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9064,Global,FRA,France,,,2022,2022,Desastre natural / climático,Both sexes,12-17,3.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9065,Global,FRA,France,,,2022,2022,Desastre natural / climático,Both sexes,18-59,23.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9066,Global,FRA,France,,,2022,2022,Desastre natural / climático,Both sexes,60+,12.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9067,Global,FRA,France,,,2022,2022,Desastre natural / climático,Male,0-4,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9068,Global,FRA,France,,,2022,2022,Desastre natural / climático,Male,5-11,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9069,Global,FRA,France,,,2022,2022,Desastre natural / climático,Male,12-17,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9070,Global,FRA,France,,,2022,2022,Desastre natural / climático,Male,18-59,12.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9071,Global,FRA,France,,,2022,2022,Desastre natural / climático,Male,60+,5.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9072,Global,FRA,France,,,2023,2023,Desastre natural / climático,Female,0-4,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9073,Global,FRA,France,,,2023,2023,Desastre natural / climático,Female,5-11,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9074,Global,FRA,France,,,2023,2023,Desastre natural / climático,Female,12-17,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9075,Global,FRA,France,,,2023,2023,Desastre natural / climático,Female,18-59,6.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9076,Global,FRA,France,,,2023,2023,Desastre natural / climático,Female,60+,4.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9077,Global,FRA,France,,,2023,2023,Desastre natural / climático,Both sexes,0-4,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9078,Global,FRA,France,,,2023,2023,Desastre natural / climático,Both sexes,5-11,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9079,Global,FRA,France,,,2023,2023,Desastre natural / climático,Both sexes,12-17,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9080,Global,FRA,France,,,2023,2023,Desastre natural / climático,Both sexes,18-59,12.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9081,Global,FRA,France,,,2023,2023,Desastre natural / climático,Both sexes,60+,6.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9082,Global,FRA,France,,,2023,2023,Desastre natural / climático,Male,0-4,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9083,Global,FRA,France,,,2023,2023,Desastre natural / climático,Male,5-11,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9084,Global,FRA,France,,,2023,2023,Desastre natural / climático,Male,12-17,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9085,Global,FRA,France,,,2023,2023,Desastre natural / climático,Male,18-59,6.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9086,Global,FRA,France,,,2023,2023,Desastre natural / climático,Male,60+,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9087,Global,FRA,France,,,2024,2024,Desastre natural / climático,Male,0-4,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9088,Global,FRA,France,,,2024,2024,Desastre natural / climático,Male,5-11,3.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9089,Global,FRA,France,,,2024,2024,Desastre natural / climático,Male,12-17,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9090,Global,FRA,France,,,2024,2024,Desastre natural / climático,Male,18-59,15.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9091,Global,FRA,France,,,2024,2024,Desastre natural / climático,Male,60+,8.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9092,Global,FRA,France,,,2024,2024,Desastre natural / climático,Both sexes,0-4,3.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9093,Global,FRA,France,,,2024,2024,Desastre natural / climático,Both sexes,5-11,5.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9094,Global,FRA,France,,,2024,2024,Desastre natural / climático,Both sexes,12-17,4.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9095,Global,FRA,France,,,2024,2024,Desastre natural / climático,Both sexes,18-59,30.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9096,Global,FRA,France,,,2024,2024,Desastre natural / climático,Both sexes,60+,17.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9097,Global,FRA,France,,,2024,2024,Desastre natural / climático,Female,0-4,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9098,Global,FRA,France,,,2024,2024,Desastre natural / climático,Female,5-11,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9099,Global,FRA,France,,,2024,2024,Desastre natural / climático,Female,12-17,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9100,Global,FRA,France,,,2024,2024,Desastre natural / climático,Female,18-59,15.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9101,Global,FRA,France,,,2024,2024,Desastre natural / climático,Female,60+,9.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9102,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Male,0-4,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9103,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Male,5-11,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9104,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Male,12-17,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9105,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Male,18-59,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9106,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Male,60+,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9107,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Both sexes,0-4,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9108,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Both sexes,5-11,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9109,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Both sexes,12-17,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9110,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Both sexes,18-59,2.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9111,Global,GAB,Gabon,,,2020,2020,Desastre natural / climático,Both sexes,60+,0.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9112,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Female,0-4,54.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9113,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Female,5-11,69.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9114,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Female,12-17,50.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9115,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Female,18-59,204.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9116,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Female,60+,27.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9117,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Both sexes,0-4,108.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9118,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Both sexes,5-11,139.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9119,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Both sexes,12-17,100.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9120,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Both sexes,18-59,422.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9121,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Both sexes,60+,51.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9122,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Male,0-4,54.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9123,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Male,5-11,70.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9124,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Male,12-17,50.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9125,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Male,18-59,218.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9126,Global,GAB,Gabon,,,2023,2023,Desastre natural / climático,Male,60+,24.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9127,Global,GAB,Gabon,,,2024,2024,Desastre natural / climático,Both sexes,0-4,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9128,Global,GAB,Gabon,,,2024,2024,Desastre natural / climático,Both sexes,5-11,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9129,Global,GAB,Gabon,,,2024,2024,Desastre natural / climático,Both sexes,12-17,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9130,Global,GAB,Gabon,,,2024,2024,Desastre natural / climático,Both sexes,18-59,4.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9131,Global,GAB,Gabon,,,2024,2024,Desastre natural / climático,Both sexes,60+,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9132,Global,GAB,Gabon,,,2024,2024,Desastre natural / climático,Female,0-4,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
9133,Global,GAB,Gabon,,,2024,2024,Desastre natural / climático,Female,5-11,1.0,,1,Secundaria,IDMC - Estimaciones SADD (sexo y edad) de PDI,reportado,no_disponible_en_fuente,True,False
